,F01_R01_temperature,F01_R01_co2,F01_R02_temperature,F01_R02_co2,F01_R03_temperature,F01_R03_co2,F01_C01_temperature,F01_C01_co2,F01_C02_temperature,F01_C02_co2
2022-09-01 00:14:00,15.205366394860953,2.3463599378186553,15.234371360406369,1.5871675657381676,14.406832245667026,2.344552339807836,15.640405327646757,1.412779030654588,14.932947634033416,1.9202698299376317
2022-09-01 00:15:00,15.139005353949555,2.888477724812286,15.206370767562952,1.911291350734202,14.809695330911637,2.310963245608801,15.903030105565815,1.9305578150762943,14.87602777372105,2.237220558370688
2022-09-01 00:16:00,15.23396176986696,3.2263193706918636,15.0161117394132,2.0186168931808557,14.630981340137817,2.8445565552492607,15.945221896657477,2.3543749004566843,14.87012184270056,2.3592496854554477
2022-09-01 00:17:00,15.022321791245906,3.5734000792651814,15.233592323049068,2.3696877344936946,14.591189662002266,2.9325720907049497,15.497325074206023,3.0036614756999147,15.165524539226142,2.7938010934501607
2022-09-01 00:18:00,15.327459848049548,3.7520526873108055,15.29907386525308,2.6946016683821563,14.921200032196348,3.7683084235368054,15.50081266256699,3.4192826103879326,15.147565721046732,2.9450216759971615
2022-09-01 00:19:00,15.3059420218837,3.9509797937826328,15.447587060015081,3.107895066776658,14.537633521101036,3.9480575909466125,15.860525289479092,3.8008424014858453,14.922227424504518,3.311394624878401
2022-09-01 00:20:00,15.368377910957493,4.65610233659844,15.088373093468332,3.221944867216283,14.513659469483665,4.266214362405571,15.789709478817326,4.105327615294215,14.965187612560138,4.140056113367628
2022-09-01 00:21:00,15.154699835972467,4.784904566286132,14.912258559223442,3.983977226457036,14.772032169522472,4.537912447208729,15.325159039320841,4.372740034378,15.290217690785049,4.5447835236589516
2022-09-01 00:22:00,15.409672991892254,5.198873167861476,15.139048521314315,4.212190528761724,14.342646610209954,4.978750207176533,15.722165647039224,4.867455605728845,15.20833840101555,4.976887051228401
2022-09-01 00:23:00,15.476517439671225,5.9494129328762355,15.014690795493593,4.378305797197152,14.314597621671448,5.405217263621179,15.677757109436602,5.177447563103334,15.083420567946606,5.1876620388496555
2022-09-01 00:24:00,15.41014877013161,6.045275566255567,14.894048602722098,4.792983882196728,14.514582835674908,6.1434463809679105,15.678000002350256,5.5958405059453,15.059234561511545,5.504375732154125
2022-09-01 00:25:00,15.086583079476766,6.618525617440083,14.869772649301058,5.3108951090789445,14.603610138805518,6.171224443415023,15.8276191368108,6.299509230166566,15.314045380478667,6.264403030225242
2022-09-01 00:26:00,15.197403486093588,6.8770965935911486,14.68944560519933,5.98400278941729,14.884934108349661,6.636230863657769,15.65193737806739,6.3321035374052315,14.845098708779684,6.429797545017565
2022-09-01 00:27:00,15.034550659251774,7.208738066507996,14.887951609560664,5.989576617441382,14.972484387574747,7.359467391846741,15.768717654232018,7.309450917157034,15.052816280458952,7.1871821993262675
2022-09-01 00:28:00,15.124616797553056,7.747791606513078,14.743816884003573,6.3943349398633895,14.809716790237117,7.914592778843821,15.964076989113114,7.802032273638947,15.368468458941866,7.506631196437601
2022-09-01 00:29:00,15.427883360716212,8.375275248508418,14.697419209399664,6.944976209631866,14.422028517767487,8.355917967727926,15.955349787145613,8.087575038173318,15.256601993130692,8.132685763451478
2022-09-01 00:30:00,15.499256938728179,8.678205827605288,15.11102186681827,7.6362472260375185,14.485852607536325,8.99167085600671,15.890029950068476,8.537738261123991,15.266171476369784,9.003248127042212
2022-09-01 00:31:00,15.793839295647953,9.454277157714174,15.154150827266118,8.442692334419222,14.89979597430396,9.574195430767356,15.981163197073881,8.749487502525735,15.457899060289563,9.399025236621082
2022-09-01 00:32:00,15.443989762873622,10.17517106965886,14.914613123244255,8.985011319645961,14.519304678526385,10.662820278371893,15.842299679747518,9.597818843422589,15.069557360247657,10.251110095964219
2022-09-01 00:33:00,15.428603178291288,10.814990578909116,14.922609003487555,9.594033900189634,14.294086662397412,10.968657532087523,16.178080303512672,10.142943290060346,15.322190232148978,10.52735839283262
2022-09-01 00:34:00,15.415442459266611,11.149144298672404,15.349823222543504,10.537589297800702,14.428170142271355,11.496052437108427,16.309758251060952,10.91227780601817,15.239770682748334,11.498433917440584
2022-09-01 00:35:00,15.331959882242986,12.100414100841501,15.17084505912052,10.979731452758832,14.663180558497602,12.594632709220473,16.187046676529274,11.437078325379066,15.534064447378979,11.585009559914024
2022-09-01 00:36:00,15.401616337435794,12.446649338727891,15.302008081225857,11.87054097854357,14.76691627670107,12.890922368434193,16.071340151199124,12.304205743127763,15.385025593866194,12.244315639066043
2022-09-01 00:37:00,15.57048502790493,13.407591999226401,14.997782783905755,12.491382706243355,14.428144569631867,13.452456201795925,16.096049092966886,13.011403558717246,15.511177295811713,13.16802523922229
2022-09-01 00:38:00,15.381668959231044,14.043732683250365,14.977574688385692,13.154205632690068,14.329232507725274,14.181089785761099,16.09245423258746,13.518162779560459,15.504527283410592,14.084769353607422
2022-09-01 00:39:00,15.540131343916476,14.947827121486279,15.310115915546596,13.72408096174701,14.774798669291044,14.867322245823022,16.236449775906443,14.598003954624126,15.535254312882918,14.805832279004484
2022-09-01 00:40:00,15.483855181384337,15.457944571378345,15.273735324448605,14.511141583220407,14.389588786699518,15.403916681005752,16.2637091611298,15.098205575207547,15.17976320288153,15.602847818165266
2022-09-01 00:41:00,15.749516864546267,16.300347333570173,15.160861540852936,15.003491643382636,14.408422183481543,16.358147971581825,15.944844052800873,15.981213065426724,15.59297637763834,16.473944381007986
2022-09-01 00:42:00,15.73465566247757,16.749077186427996,14.981778790469884,15.738733418191952,14.460580773542283,17.094345552072777,15.82092268751955,16.901507677064508,15.252242931073631,17.124599039288434
2022-09-01 00:43:00,15.491451474189555,17.664704979588297,15.132838231952729,16.619196865809425,14.241218218193067,17.639077063050614,15.64272451548646,17.91078673242302,14.949054139647401,17.906314444251347
2022-09-01 00:44:00,15.777070610857475,18.535007677656328,14.931406182218863,17.532277116666133,14.147067820178172,18.415221685287168,15.602315350123265,18.653918788308683,15.052963150530509,18.79807898264176
2022-09-01 00:45:00,15.779493979617246,19.347659527286982,15.21245386843064,18.267706469444235,14.685902100649253,19.285947078824243,15.422234337960456,19.209818123238403,15.288514304307498,19.666922558479445
2022-09-01 00:46:00,15.595643702718506,20.431057818462058,15.08516023614732,19.402946214542727,14.449141315928959,19.94455954946917,15.577969852308874,20.15299716664562,15.244551546726544,19.978743733431838
2022-09-01 00:47:00,15.625377575405004,21.236370240959214,15.341320812704272,19.886685971097844,14.443972931604566,20.880141795135664,15.582561670907948,21.31088013726238,15.283428747270827,21.33611214961424
2022-09-01 00:48:00,15.847905357197341,22.03082743747313,15.160408890996763,21.096138135603276,14.524658038719354,21.674853360101526,15.821256117186449,21.93608020313795,15.040451475125016,21.93532180554443
2022-09-01 00:49:00,15.640042159464262,23.1574593712279,14.9814135314499,22.007752786930425,14.61905682965707,22.585962111626184,15.499528156102627,23.13293355306493,15.191397487177333,22.680290876158
2022-09-01 00:50:00,15.682804739588542,24.239563850690406,14.832083037917869,22.87633777373631,14.547220886210674,23.440166603894564,15.807254190421954,24.124632120474814,15.096220532828658,23.86586707389293
2022-09-01 00:51:00,15.617799021640353,25.23973424123331,15.357586320918585,23.9393549298219,14.575134776348508,24.622979024627416,15.382573999355829,24.916957692510294,15.172388109524508,24.45664424357955
2022-09-01 00:52:00,16.067482108429235,25.805447885677317,14.870900738322002,24.86976787068529,14.533943272343949,25.538331253594368,15.523151411197484,25.900260393271708,15.333888465522973,25.540099824379432
2022-09-01 00:53:00,15.89243097229952,26.985620535816743,15.3959684811474,25.80908015421921,14.767273287348578,26.51636370747094,15.154571096199366,26.966555394000903,15.328187147071025,26.86730418045897
2022-09-01 00:54:00,15.893484713839918,28.092505189630433,15.12354735953233,26.793086983725367,14.763064515451001,27.725240783707406,15.156143702378401,28.010914224434202,15.315205261563424,27.403343068928848
2022-09-01 00:55:00,15.899724915031966,28.795982627032153,15.12024247359269,27.963147632153987,14.603164893899466,28.246813495779115,15.653826782490901,28.77117737553609,15.609769888785808,28.67126060384558
2022-09-01 00:56:00,15.693354783188456,29.85682643090844,15.192759145840167,28.845202801735486,14.798604703652535,29.333390842952006,15.508557709208498,30.228450797816226,15.164658887753586,29.5540070675785
2022-09-01 00:57:00,15.733235379923904,31.071883545738206,15.163862485696205,29.96357069935205,14.97461364544464,30.412306344754054,15.422551045060318,30.873729405669597,15.101377868390266,30.64603506158112
2022-09-01 00:58:00,15.651358090148216,32.29757999618852,15.30639375057219,30.987255354049818,14.611130224867052,31.483645507368355,15.66372882944731,32.25934604317484,15.151030034266174,31.77436801696004
2022-09-01 00:59:00,15.574708226390026,33.20657822400837,15.227692226786452,31.970887123401404,15.006060041526295,32.38052902015914,15.544214912583072,33.19239579824537,15.047168229288319,32.892069129076226
2022-09-01 01:00:00,15.940590413516087,34.36050419000177,15.080719798518366,33.398797491003435,15.078880057655105,33.57971762187583,15.391055400924527,34.507913224911015,14.946485139078442,33.79609118001501
2022-09-01 01:01:00,15.710073318125124,35.47939032504869,15.199993024760225,34.364665268914955,15.010406464692307,34.62458540476212,15.57472899587199,35.82574838392079,15.040330696710164,35.174358007523836
2022-09-01 01:02:00,15.737731021551213,36.59400960749876,15.208294540831035,35.40077738263073,15.030943698349894,35.86769037184437,15.47951363013668,36.74526588226054,15.215806614007475,36.081618877923994
2022-09-01 01:03:00,15.85978925735211,37.585102485122796,15.430084333774014,36.28462119190555,15.040646251560714,37.13800800624763,15.127963905007425,38.17402539934876,15.328348053747536,37.29433042775003
2022-09-01 01:04:00,15.852234074843942,38.89893670437983,15.55536741368648,37.83793771027011,15.092156615814243,38.45272725935206,15.574613792672363,39.6445931818208,15.410969350250427,38.8561662440294
2022-09-01 01:05:00,15.879785694677713,40.11435904458628,15.378307552863527,39.13997423429738,14.90488260743002,39.71904382145703,15.764742166669967,41.04982279580255,15.284781013166787,39.88701566383636
2022-09-01 01:06:00,15.957682864772256,40.98716881031176,15.637955969213607,40.41025381495149,15.099843394966753,40.67904634923531,15.759914521740011,42.19905264796763,15.061014534337659,41.090968516334705
2022-09-01 01:07:00,15.810083601519432,42.27189531567729,15.4321863991753,41.453668866457924,15.030372538668221,42.140286579324524,15.703331968949085,43.32827985096772,15.41991207880847,42.47757709501557
2022-09-01 01:08:00,15.644196360288076,43.55843950767044,15.31163111458499,42.72576241050281,14.900250913167707,43.186914419371476,15.770834552738178,44.71394835584924,15.138293846778337,44.04396166146326
2022-09-01 01:09:00,15.927970693305442,45.30172582677045,15.307188406903819,43.65905827125567,14.732006432511943,44.64947699014742,15.37485235944243,46.12703212145989,15.247877972801847,45.27031063088039
2022-09-01 01:10:00,15.810407073574908,46.3119044378585,15.648775434194226,44.86516241871921,15.191503940979272,45.947848112392705,15.69132860426161,47.36988209873812,15.363274106822482,46.179306250534424
2022-09-01 01:11:00,15.81063466964353,47.63968517513274,15.390264692844221,46.2652617855486,14.691295843612135,47.07218938881457,15.781480870429055,48.82625805600135,15.336613111272925,47.521557428597774
2022-09-01 01:12:00,15.948311962615767,49.08431513827157,15.656645302790174,47.85440635180046,14.919491599812101,48.195519645938475,15.476291220959562,49.77462413930513,15.314978313475319,48.8492260885225
2022-09-01 01:13:00,15.571757533805355,50.50350924228241,15.461906139934914,49.31746452138107,14.874467651461803,49.503841619541426,15.668245873103828,50.983610198461356,15.452614326244685,50.2270725897533
2022-09-01 01:14:00,15.535285153779048,52.04466361813091,15.346624672432178,50.52479483590082,14.980716977354392,51.102196241575406,15.809756881274177,52.5183162271697,15.393480789453543,51.50239053875345
2022-09-01 01:15:00,15.668727841412675,53.66189022125668,15.57750594006716,51.558101520497644,14.728235934773165,52.35467925544807,15.869389967600812,53.914694155567126,15.632781768096482,53.10834151813317
2022-09-01 01:16:00,15.742523720158706,54.999393197164146,15.587759673030291,52.96872148706329,14.453632653683021,54.024629722609504,15.774070468791349,55.09459256344082,15.530064260215372,54.453869691190526
2022-09-01 01:17:00,15.901348234990127,56.69639752540267,15.387774037837902,54.527157047514415,14.370329361907908,55.16587454422831,15.787967090188127,56.7111716890134,15.24155379936542,55.628382132976526
2022-09-01 01:18:00,15.872502065154013,57.7902028248698,15.645041479621074,56.11803881324439,14.45656062141046,56.234075419634145,15.748686389559417,57.75405322938051,15.316924154888092,57.301935496224075
2022-09-01 01:19:00,16.048568664506476,59.43720883765684,15.604624074055009,57.66120089644974,14.517922567264232,57.83860107302857,15.489151607686038,59.65519677108669,15.25387976004202,58.675186605837304
2022-09-01 01:20:00,15.973614976248433,61.06381183086259,15.557023676414417,59.12100173378128,14.498359499171787,59.19375927340786,15.731980550142646,61.03853051099034,15.285253628192287,60.146873818957644
2022-09-01 01:21:00,15.893450067056765,62.601491250066445,15.831001816306292,60.8058799553577,14.58590698551476,60.95555649861212,15.73757611511088,62.37381235408343,15.390417344640815,61.39569151383033
2022-09-01 01:22:00,16.052956277547757,64.31961714429755,15.707895877454098,62.12378925584713,14.440088193292693,62.63039743497994,15.62683814328012,63.71536783434489,15.236615362677048,63.02197043731579
2022-09-01 01:23:00,15.710143930719394,65.51546667364202,16.047581559711187,63.71104467834034,14.681279206061935,64.0987926487454,15.61972925751028,65.17539765245456,15.476710406115389,64.63405176197224
2022-09-01 01:24:00,15.617283627473698,67.11955088842456,15.830273317040872,65.38100832695498,14.590982017546153,65.3697058342862,15.436589467142973,67.30331438629419,15.551523072981865,66.38726158483976
2022-09-01 01:25:00,15.562495374888199,68.70255271097896,16.098391652266027,66.87348893442322,14.871773177434521,66.980907105233,15.364627467019535,68.68766892235841,15.454237338149142,67.68536183831753
2022-09-01 01:26:00,15.930544668683314,70.1055789050628,15.830440881376674,68.16685728542252,14.45413632514473,68.89029289537645,15.35730044607208,70.17004944760438,15.701937308972454,69.37607816217492
2022-09-01 01:27:00,15.772614410218189,71.9575759076386,15.59325798331247,69.928558318255,14.83060538684747,70.07353637223852,15.64056030133025,71.91506447879043,15.550108493304041,71.07974371789989
2022-09-01 01:28:00,15.634895480085117,73.39702153328332,15.76378822542722,71.51834223279046,14.530365217606613,72.08756864097192,15.45208092303006,73.41253744346929,15.264929356090834,72.6636647067079
2022-09-01 01:29:00,15.85650157289849,74.97454920134307,15.757960918113014,73.23132115822774,14.73308622399764,73.51059940966468,15.685403209303356,75.22057478503976,15.287375103806966,74.62566459710239
2022-09-01 01:30:00,15.731118092108582,76.92407993080916,15.830084056296823,75.06538350435574,14.527606394178811,75.00188824881928,15.552751727475517,76.88514318500549,15.281523030016904,76.3092092157541
2022-09-01 01:31:00,16.07045725670501,78.70040952030192,15.742878282587693,76.7518804866094,14.52465089879117,76.33248001549048,15.546604696502696,78.10403913860121,15.32564233816246,78.14941718482262
2022-09-01 01:32:00,15.949168490060917,80.3617947464426,15.506272281896345,78.1556305802579,14.809904368572411,78.2239857462929,15.717158364977914,79.92197428944078,15.477482827121817,79.60321008349268
2022-09-01 01:33:00,15.893440440332583,82.21572318660058,15.496431289325947,79.88020810123656,14.788633834708572,79.88026377481727,15.729629849764919,81.67490598496215,15.280580588940976,81.65359743696904
2022-09-01 01:34:00,15.859270737371556,83.66445376711921,15.788085851480206,81.55580792121285,14.728891697512156,81.83852423697294,15.684318279298088,83.46969386484344,15.471390970718806,83.06003386306288
2022-09-01 01:35:00,15.8953863374029,85.41947634910835,15.506505310240264,83.53735821526934,14.848358394649544,83.36797045179362,15.627683840388038,85.1460878183977,15.441842035029858,84.67753588296067
2022-09-01 01:36:00,15.653013475631743,87.49483445657978,15.420235841158455,85.01639130530157,14.742944768569751,85.16409566178679,15.473868869699087,86.98066085210291,15.162560724354263,86.8106298224452
2022-09-01 01:37:00,15.418275063928826,88.97941008132776,15.217329400657622,86.6740267288072,14.901378711621291,86.62710869979053,15.909505220224156,89.11254522154923,15.321789624671123,88.56994906951716
2022-09-01 01:38:00,15.363029899948899,90.85683779066112,15.276733307847877,88.65625665564123,14.845583236839643,88.77299561697203,15.832954685486836,90.7844726482645,15.4392918066996,90.11172507261688
2022-09-01 01:39:00,15.831083669373344,92.81099273732218,15.581113033207407,90.34708860992194,14.952759970642012,90.19045464662258,15.683407501880776,92.60387323286474,15.390303808859482,92.38973176593751
2022-09-01 01:40:00,15.741874361168193,94.10988919224286,15.706629530438574,92.06239408596055,15.120398811231267,92.35662098194946,15.826021499458871,94.01788251750222,15.659026040339413,93.88824622972693
2022-09-01 01:41:00,15.618941973366066,96.57421382560763,15.657489180773668,94.34288501820258,14.806966945236393,93.97153663674672,16.060146695040586,95.88265438867872,15.71389124627554,95.59868425891588
2022-09-01 01:42:00,15.52342228964776,98.14489217526562,15.683757615391649,95.96365227310817,15.172079492174987,95.93442237255107,15.988797117039073,97.85043980878409,15.965016835274952,97.27757992276332
2022-09-01 01:43:00,15.858628420344386,100.12689577238886,15.660832830473034,98.02122757956623,15.000138888435265,97.92141384322927,15.68474771956697,99.73071772745276,16.028392711403693,99.34467377497232
2022-09-01 01:44:00,15.838228377145693,101.9153978440164,15.695215274818825,99.96805586992953,14.876267325016672,99.81191817259806,15.398321444181558,101.30628822201338,15.940649127758931,101.75698689518757
2022-09-01 01:45:00,15.742960849264442,103.72306281355297,15.8459264985685,101.77060037785718,15.022559277731855,101.56577083613503,15.682943253096981,103.06067008552944,15.83883790979123,102.99862880945876
2022-09-01 01:46:00,15.605652014366218,105.62824350756067,15.607542350714771,103.792557609806,15.132811383682787,103.41537792169092,15.472073288210323,105.16423755258965,16.31194670896424,105.11625540296943
2022-09-01 01:47:00,15.451609607040226,107.3114744230057,16.041588474202854,105.94154375706043,14.850503977550828,105.42893888796945,15.731326216716417,107.02304473467055,16.209682980690594,107.31551710171307
2022-09-01 01:48:00,15.349228138519177,109.60071952390213,15.889350665793595,107.83926082038958,15.061315127169177,107.18864578322635,15.9793749174929,109.25124892799734,16.335076147055624,109.133332876636
2022-09-01 01:49:00,15.83626639758157,111.70381679447974,15.764102411854271,109.92596259338214,14.767992320511038,109.3511813967135,15.715039965504939,110.84120009203909,16.15081343700583,111.01951149063731
2022-09-01 01:50:00,15.482926869214351,113.72557357242859,15.823674607877804,112.00102649547829,14.697927343665974,111.62187001585306,15.678864489780278,112.89937152371407,16.427345365715006,112.98119054563418
2022-09-01 01:51:00,15.406549052069824,115.71582733083933,15.858903320725286,114.19285088228763,15.078027420172218,113.50551062969255,16.013269191485435,114.89642126394263,16.03092050648993,114.835291551915
2022-09-01 01:52:00,15.492393188073056,117.58729493800455,16.086861778849798,116.39367027615423,14.901905575741639,115.37885305745738,15.727289374911525,117.00635061603954,16.550318711862673,117.08469875542653
2022-09-01 01:53:00,15.593857648818219,119.57222809519162,16.13485601355552,118.29409263253457,14.815083917766167,117.61670478611578,16.083424459960312,118.68989988613255,16.548927578584387,118.93131705957389
2022-09-01 01:54:00,15.286583943195568,121.55492729331552,16.114821000991466,120.53684791495229,14.925612913207393,119.55454258303963,16.017958058639056,121.09107867010242,16.382357603941358,120.73672716796344
2022-09-01 01:55:00,15.647078761897179,123.61977838133701,16.05927547380885,122.4689659888584,15.084210717945723,121.48125933311344,16.083056218850256,122.88531489098347,16.421052998177732,122.832336751165
2022-09-01 01:56:00,15.568578776646657,125.66646266226013,15.86475931003491,124.55726827476725,15.097665739579112,123.93853601957223,16.229569200906905,125.20513612404102,16.45706696835233,125.3285098068717
2022-09-01 01:57:00,15.583220205949143,127.59014430091916,15.937246610830101,126.73920697982174,15.036142966400993,125.6759123519849,16.018744811374972,127.23016424239647,16.454515466339018,127.31832831887242
2022-09-01 01:58:00,15.45624427673763,129.81570918926607,16.142445148790753,128.87627636736806,14.98925257863125,127.92166963123142,16.001385170111185,129.269178025945,16.638323022469727,129.74999379212613
2022-09-01 01:59:00,15.70232948807508,132.15801410769976,16.148276501302913,131.08284765645905,15.29590718809141,129.99671828383183,15.947159453591862,131.47964759454706,16.3877799946012,131.90389268345552
2022-09-01 02:00:00,15.675880939347518,134.07714164452315,16.0455922141019,133.12477262527312,15.018340547356923,132.4387133010382,16.08337722533727,133.70497515886626,16.362267475740584,134.06160039396474
2022-09-01 02:01:00,15.638674171232516,136.24539002815607,16.295787303227105,135.71713894591554,15.197771720711708,135.00156863649863,16.038253721250875,135.75559999424738,16.555711218789458,136.41848069958948
2022-09-01 02:02:00,15.386229953304726,138.57520326376016,16.44108657753969,137.57279626946018,15.360205074625641,137.1210111246828,15.710316533664251,138.2927886446266,16.524131667661173,138.21103763383874
2022-09-01 02:03:00,15.58566847649133,141.01398028561005,16.268842533690417,139.6997524209542,15.336621872206543,139.13273647073015,16.16853278838632,140.03487544210785,16.34129726088341,140.64188284851588
2022-09-01 02:04:00,15.52736778377973,143.31914241313945,16.258389777812123,142.23172896597694,15.129381299154286,141.63971670855244,15.837310906128833,142.2705162258617,16.37826218973198,142.85613252482503
2022-09-01 02:05:00,15.838785087802657,145.41153988498573,16.17201340138782,144.34434715896379,15.2942102487598,143.61770764575377,16.198158155778454,144.4909148707521,16.722419853484364,145.20404706295759
2022-09-01 02:06:00,15.8022017249275,147.83088484732176,16.096707080584675,146.82108902660445,15.120984453535412,145.96970257322587,15.844226446096943,146.8032273582663,16.41063655815035,147.5249512932477
2022-09-01 02:07:00,15.84732283339233,150.0477352668368,16.12146013925831,149.01980860003738,15.469673621081638,148.5928408307779,16.03003573067022,148.69488710302335,16.335104433228427,149.97438204534774
2022-09-01 02:08:00,15.74365159129134,152.11300713115386,15.986016294863886,151.10197129446914,15.017212378505654,150.50445867123605,16.09479787894462,150.98482154926072,16.35281949043894,152.1482293064286
2022-09-01 02:09:00,15.948517680640665,154.43681939804296,15.813517778689024,153.4395444621099,15.162815768850285,152.8517261198139,16.303076056823517,153.65385470757366,16.312578152586664,154.24426051401986
2022-09-01 02:10:00,15.678939803194183,156.8705781487773,15.831598844255224,156.10361476871486,15.154590058574625,154.74341628808156,16.108319459917766,155.6924375892822,16.041131089977235,156.89913406424446
2022-09-01 02:11:00,16.03998619610958,159.21230776005402,16.20675450392771,158.34284298876676,15.483297724218842,157.38091180232422,16.301993620404748,158.14297179659158,16.04348778287731,158.8440824841739
2022-09-01 02:12:00,15.76960392030712,161.89645564709485,16.173933255252038,160.84535487893444,15.07110142610627,159.726923746064,16.25939347076566,160.48365910486285,16.33304904798963,161.08203594165002
2022-09-01 02:13:00,15.721912355188941,164.2606610881693,16.115738783126307,162.86006584655692,15.032150256426842,162.44264106444896,16.53603880223239,162.69711804823135,16.45383392798824,163.65077209152705
2022-09-01 02:14:00,15.841995000046555,167.08492440214297,16.261158258768443,165.52292755777384,15.042846121901043,164.45217358727223,16.460807929153468,165.6643835517574,16.27158737496094,165.80188805128893
2022-09-01 02:15:00,15.45205356354423,169.54299102462386,15.999486644787796,167.72389559897107,15.31865742785771,167.01942255701138,16.461857299932017,168.04126861151371,16.401124690279374,168.4137653880664
2022-09-01 02:16:00,15.852084115849651,171.94745669155844,15.873095164211358,170.09709281289898,15.280185668240158,169.40655672077094,16.49088640944918,170.19313047190508,15.970975347395143,170.75958672419483
2022-09-01 02:17:00,15.656969458275253,174.64988910108426,16.21204221169791,172.4254253244699,15.557341337440526,172.17810411371164,16.387800210905816,172.69185151953297,15.967890851888178,173.5723009032011
2022-09-01 02:18:00,15.894018613026713,177.1662187910108,16.009537164738624,175.28655188239435,15.601139836088942,174.6502659933589,16.358109168987998,175.26243793930215,16.259786045386157,175.9070728999078
2022-09-01 02:19:00,15.727501616646961,179.61526741651662,16.177233265845985,177.66825839499487,15.41283827257804,177.14503170868807,16.33978146264306,177.82570046719476,15.960522322771151,178.38222461211032
2022-09-01 02:20:00,16.189480721060487,182.2746062252386,16.076211305324183,180.22046382048165,15.022918509233781,179.71866454296494,16.4594673501719,180.24446741563662,16.185667592780305,180.50410954700482
2022-09-01 02:21:00,16.24333362069754,184.7951801004939,15.954952344229977,182.5432682309828,15.508157367487682,182.1529709463019,16.7337638285306,182.83824151706986,16.364329927199496,183.1239652110769
2022-09-01 02:22:00,16.401827360336988,187.1771956278721,15.815670511709015,185.33562354634356,15.145564438766492,184.5865156353062,16.728829471238164,185.20556403543475,16.30835166868842,185.8159435806047
2022-09-01 02:23:00,16.058603913185127,189.79964940060216,16.0990534197343,187.62719738664637,15.283806324612662,187.45965698047138,16.718244129811335,187.6714034332498,16.242337533552323,188.66453127462367
2022-09-01 02:24:00,16.049390597204866,191.98964611343175,16.113479091127058,190.50489998422844,15.53655682578,189.57306547996947,16.545579463225966,190.3186174327862,16.236812713240305,191.31519530597052
2022-09-01 02:25:00,15.896085485192119,194.78665280942306,15.936921046622357,192.98006672870767,15.528227165841566,192.4894794898219,16.75301723037941,193.01658307886163,16.431052419460205,193.78106269654592
2022-09-01 02:26:00,15.911565704222774,197.38647548662755,16.071612329430618,195.21964546451395,15.629733241618839,194.99154045327774,16.845680074200565,195.53867362148688,16.713628486014674,196.3845864511522
